Source,Target,Source_Party,Target_Party,Source_Reselection,Target_Reselection,Source_District_Type,Target_District_Type,Source_Gender,Target_Gender,Source_Role,Target_Role
김성수,신경민,더불어민주당,더불어민주당,초선,재선,비례대표,지역구,남,남,Co-Sponsor,Representative
김정우,신경민,더불어민주당,더불어민주당,초선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
김철민,신경민,더불어민주당,더불어민주당,초선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
남인순,신경민,더불어민주당,더불어민주당,재선,재선,지역구,지역구,여,남,Co-Sponsor,Representative
백혜련,신경민,더불어민주당,더불어민주당,초선,재선,지역구,지역구,여,남,Co-Sponsor,Representative
송옥주,신경민,더불어민주당,더불어민주당,초선,재선,비례대표,지역구,여,남,Co-Sponsor,Representative
신경민,윤관석,더불어민주당,더불어민주당,재선,재선,지역구,지역구,남,남,Representative,Co-Sponsor
신경민,윤후덕,더불어민주당,더불어민주당,재선,재선,지역구,지역구,남,남,Representative,Co-Sponsor
신경민,인재근,더불어민주당,더불어민주당,재선,재선,지역구,지역구,남,여,Representative,Co-Sponsor
신경민,표창원,더불어민주당,더불어민주당,재선,초선,지역구,지역구,남,남,Representative,Co-Sponsor
김성원,조원진,자유한국당,자유한국당,초선,3선,지역구,지역구,남,남,Co-Sponsor,Representative
김중로,조원진,국민의당,자유한국당,초선,3선,비례대표,지역구,남,남,Co-Sponsor,Representative
김진태,조원진,자유한국당,자유한국당,재선,3선,지역구,지역구,남,남,Co-Sponsor,Representative
박대출,조원진,자유한국당,자유한국당,재선,3선,지역구,지역구,남,남,Co-Sponsor,Representative
성일종,조원진,자유한국당,자유한국당,초선,3선,지역구,지역구,남,남,Co-Sponsor,Representative
윤상직,조원진,자유한국당,자유한국당,초선,3선,지역구,지역구,남,남,Co-Sponsor,Representative
이종명,조원진,자유한국당,자유한국당,초선,3선,비례대표,지역구,남,남,Co-Sponsor,Representative
이채익,조원진,자유한국당,자유한국당,재선,3선,지역구,지역구,남,남,Co-Sponsor,Representative
이현재,조원진,자유한국당,자유한국당,재선,3선,지역구,지역구,남,남,Co-Sponsor,Representative
조원진,홍문종,자유한국당,자유한국당,3선,4선,지역구,지역구,남,남,Representative,Co-Sponsor
강훈식,신동근,더불어민주당,더불어민주당,초선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
김영주,신동근,더불어민주당,더불어민주당,3선,초선,지역구,지역구,여,남,Co-Sponsor,Representative
박홍근,신동근,더불어민주당,더불어민주당,재선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
변재일,신동근,더불어민주당,더불어민주당,4선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
송갑석,신동근,더불어민주당,더불어민주당,초선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
신동근,신창현,더불어민주당,더불어민주당,초선,초선,지역구,지역구,남,남,Representative,Co-Sponsor
신동근,안호영,더불어민주당,더불어민주당,초선,초선,지역구,지역구,남,남,Representative,Co-Sponsor
신동근,윤일규,더불어민주당,더불어민주당,초선,초선,지역구,지역구,남,남,Representative,Co-Sponsor
신동근,전재수,더불어민주당,더불어민주당,초선,초선,지역구,지역구,남,남,Representative,Co-Sponsor
강훈식,신동근,더불어민주당,더불어민주당,초선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
김영주,신동근,더불어민주당,더불어민주당,3선,초선,지역구,지역구,여,남,Co-Sponsor,Representative
박홍근,신동근,더불어민주당,더불어민주당,재선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
변재일,신동근,더불어민주당,더불어민주당,4선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
송갑석,신동근,더불어민주당,더불어민주당,초선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
신동근,신창현,더불어민주당,더불어민주당,초선,초선,지역구,지역구,남,남,Representative,Co-Sponsor
신동근,안호영,더불어민주당,더불어민주당,초선,초선,지역구,지역구,남,남,Representative,Co-Sponsor
신동근,윤일규,더불어민주당,더불어민주당,초선,초선,지역구,지역구,남,남,Representative,Co-Sponsor
신동근,전재수,더불어민주당,더불어민주당,초선,초선,지역구,지역구,남,남,Representative,Co-Sponsor
경대수,황주홍,자유한국당,국민의당,재선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
박덕흠,황주홍,자유한국당,국민의당,재선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
박주현,황주홍,국민의당,국민의당,초선,재선,비례대표,지역구,여,남,Co-Sponsor,Representative
오영훈,황주홍,더불어민주당,국민의당,초선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
이언주,황주홍,더불어민주당,국민의당,재선,재선,지역구,지역구,여,남,Co-Sponsor,Representative
이찬열,황주홍,더불어민주당,국민의당,3선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
장병완,황주홍,국민의당,국민의당,3선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
정운천,황주홍,자유한국당,국민의당,초선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
조배숙,황주홍,국민의당,국민의당,4선,재선,지역구,지역구,여,남,Co-Sponsor,Representative
경대수,황주홍,자유한국당,국민의당,재선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
박덕흠,황주홍,자유한국당,국민의당,재선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
박주현,황주홍,국민의당,국민의당,초선,재선,비례대표,지역구,여,남,Co-Sponsor,Representative
이언주,황주홍,더불어민주당,국민의당,재선,재선,지역구,지역구,여,남,Co-Sponsor,Representative
이찬열,황주홍,더불어민주당,국민의당,3선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
장병완,황주홍,국민의당,국민의당,3선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
장정숙,황주홍,국민의당,국민의당,초선,재선,비례대표,지역구,여,남,Co-Sponsor,Representative
정운천,황주홍,자유한국당,국민의당,초선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
조배숙,황주홍,국민의당,국민의당,4선,재선,지역구,지역구,여,남,Co-Sponsor,Representative
김영주,김영춘,더불어민주당,더불어민주당,3선,3선,지역구,지역구,여,남,Representative,Co-Sponsor
김영주,김종민,더불어민주당,더불어민주당,3선,초선,지역구,지역구,여,남,Representative,Co-Sponsor
김영주,박광온,더불어민주당,더불어민주당,3선,재선,지역구,지역구,여,남,Representative,Co-Sponsor
김영주,백혜련,더불어민주당,더불어민주당,3선,초선,지역구,지역구,여,여,Representative,Co-Sponsor
김영주,신동근,더불어민주당,더불어민주당,3선,초선,지역구,지역구,여,남,Representative,Co-Sponsor
김영주,안민석,더불어민주당,더불어민주당,3선,4선,지역구,지역구,여,남,Representative,Co-Sponsor
김영주,이상헌,더불어민주당,더불어민주당,3선,초선,지역구,지역구,여,남,Representative,Co-Sponsor
김영주,이학영,더불어민주당,더불어민주당,3선,재선,지역구,지역구,여,남,Representative,Co-Sponsor
김영주,정세균,더불어민주당,더불어민주당,3선,6선,지역구,지역구,여,남,Representative,Co-Sponsor
김수민,김중로,국민의당,국민의당,초선,초선,비례대표,비례대표,여,남,Representative,Co-Sponsor
김수민,신용현,국민의당,국민의당,초선,초선,비례대표,지역구,여,여,Representative,Co-Sponsor
김수민,오신환,국민의당,자유한국당,초선,재선,비례대표,지역구,여,남,Representative,Co-Sponsor
김수민,유승민,국민의당,무소속,초선,4선,비례대표,지역구,여,남,Representative,Co-Sponsor
김수민,이동섭,국민의당,국민의당,초선,초선,비례대표,비례대표,여,남,Representative,Co-Sponsor
김수민,이태규,국민의당,국민의당,초선,초선,비례대표,비례대표,여,남,Representative,Co-Sponsor
김수민,정병국,국민의당,자유한국당,초선,5선,비례대표,지역구,여,남,Representative,Co-Sponsor
김수민,정운천,국민의당,자유한국당,초선,초선,비례대표,지역구,여,남,Representative,Co-Sponsor
김수민,하태경,국민의당,자유한국당,초선,재선,비례대표,지역구,여,남,Representative,Co-Sponsor
김민기,심기준,더불어민주당,더불어민주당,재선,초선,지역구,비례대표,남,남,Co-Sponsor,Representative
김정우,심기준,더불어민주당,더불어민주당,초선,초선,지역구,비례대표,남,남,Co-Sponsor,Representative
김현권,심기준,더불어민주당,더불어민주당,초선,초선,비례대표,비례대표,남,남,Co-Sponsor,Representative
박재호,심기준,더불어민주당,더불어민주당,초선,초선,지역구,비례대표,남,남,Co-Sponsor,Representative
백재현,심기준,더불어민주당,더불어민주당,3선,초선,지역구,비례대표,남,남,Co-Sponsor,Representative
송기헌,심기준,더불어민주당,더불어민주당,초선,초선,지역구,비례대표,남,남,Co-Sponsor,Representative
심기준,심재권,더불어민주당,더불어민주당,초선,3선,비례대표,지역구,남,남,Representative,Co-Sponsor
심기준,최인호,더불어민주당,더불어민주당,초선,초선,비례대표,지역구,남,남,Representative,Co-Sponsor
심기준,황영철,더불어민주당,자유한국당,초선,3선,비례대표,지역구,남,남,Representative,Co-Sponsor
권미혁,송영길,더불어민주당,더불어민주당,초선,4선,지역구,지역구,여,남,Co-Sponsor,Representative
김병기,송영길,더불어민주당,더불어민주당,초선,4선,지역구,지역구,남,남,Co-Sponsor,Representative
김상희,송영길,더불어민주당,더불어민주당,3선,4선,지역구,지역구,여,남,Co-Sponsor,Representative
김정호,송영길,더불어민주당,더불어민주당,초선,4선,지역구,지역구,남,남,Co-Sponsor,Representative
김철민,송영길,더불어민주당,더불어민주당,초선,4선,지역구,지역구,남,남,Co-Sponsor,Representative
김한정,송영길,더불어민주당,더불어민주당,초선,4선,지역구,지역구,남,남,Co-Sponsor,Representative
박완주,송영길,더불어민주당,더불어민주당,재선,4선,지역구,지역구,남,남,Co-Sponsor,Representative
박정,송영길,더불어민주당,더불어민주당,초선,4선,지역구,지역구,남,남,Co-Sponsor,Representative
서삼석,송영길,더불어민주당,더불어민주당,초선,4선,지역구,지역구,남,남,Co-Sponsor,Representative
송영길,신창현,더불어민주당,더불어민주당,4선,초선,지역구,지역구,남,남,Representative,Co-Sponsor
송영길,심기준,더불어민주당,더불어민주당,4선,초선,지역구,비례대표,남,남,Representative,Co-Sponsor
송영길,오영훈,더불어민주당,더불어민주당,4선,초선,지역구,지역구,남,남,Representative,Co-Sponsor
송영길,윤준호,더불어민주당,더불어민주당,4선,초선,지역구,지역구,남,남,Representative,Co-Sponsor
송영길,이용득,더불어민주당,더불어민주당,4선,초선,지역구,비례대표,남,남,Representative,Co-Sponsor
송영길,이종걸,더불어민주당,더불어민주당,4선,5선,지역구,지역구,남,남,Representative,Co-Sponsor
송영길,정세균,더불어민주당,더불어민주당,4선,6선,지역구,지역구,남,남,Representative,Co-Sponsor
송영길,조배숙,더불어민주당,국민의당,4선,4선,지역구,지역구,남,여,Representative,Co-Sponsor
송영길,주승용,더불어민주당,국민의당,4선,4선,지역구,지역구,남,남,Representative,Co-Sponsor
송영길,홍익표,더불어민주당,더불어민주당,4선,재선,지역구,지역구,남,남,Representative,Co-Sponsor
권성동,엄용수,자유한국당,자유한국당,3선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
김광림,엄용수,자유한국당,자유한국당,3선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
박덕흠,엄용수,자유한국당,자유한국당,재선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
박명재,엄용수,자유한국당,자유한국당,재선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
송석준,엄용수,자유한국당,자유한국당,초선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
엄용수,원유철,자유한국당,자유한국당,초선,5선,지역구,지역구,남,남,Representative,Co-Sponsor
엄용수,윤영석,자유한국당,자유한국당,초선,재선,지역구,지역구,남,남,Representative,Co-Sponsor
엄용수,이학재,자유한국당,자유한국당,초선,3선,지역구,지역구,남,남,Representative,Co-Sponsor
엄용수,최교일,자유한국당,자유한국당,초선,초선,지역구,지역구,남,남,Representative,Co-Sponsor
엄용수,추경호,자유한국당,자유한국당,초선,초선,지역구,지역구,남,남,Representative,Co-Sponsor
엄용수,홍일표,자유한국당,자유한국당,초선,3선,지역구,지역구,남,남,Representative,Co-Sponsor
강병원,김정우,더불어민주당,더불어민주당,초선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
김경협,김정우,더불어민주당,더불어민주당,재선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
김광림,김정우,자유한국당,더불어민주당,3선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
김두관,김정우,더불어민주당,더불어민주당,초선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
김성식,김정우,국민의당,더불어민주당,재선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
김영진,김정우,더불어민주당,더불어민주당,초선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
김영호,김정우,더불어민주당,더불어민주당,초선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
김정우,김정호,더불어민주당,더불어민주당,초선,초선,지역구,지역구,남,남,Representative,Co-Sponsor
김정우,김진표,더불어민주당,더불어민주당,초선,4선,지역구,지역구,남,남,Representative,Co-Sponsor
김정우,백재현,더불어민주당,더불어민주당,초선,3선,지역구,지역구,남,남,Representative,Co-Sponsor
김정우,송석준,더불어민주당,자유한국당,초선,초선,지역구,지역구,남,남,Representative,Co-Sponsor
김정우,심기준,더불어민주당,더불어민주당,초선,초선,지역구,비례대표,남,남,Representative,Co-Sponsor
김정우,심재철,더불어민주당,자유한국당,초선,5선,지역구,지역구,남,남,Representative,Co-Sponsor
김정우,엄용수,더불어민주당,자유한국당,초선,초선,지역구,지역구,남,남,Representative,Co-Sponsor
김정우,오제세,더불어민주당,더불어민주당,초선,4선,지역구,지역구,남,남,Representative,Co-Sponsor
김정우,유동수,더불어민주당,더불어민주당,초선,초선,지역구,지역구,남,남,Representative,Co-Sponsor
김정우,유성엽,더불어민주당,국민의당,초선,3선,지역구,지역구,남,남,Representative,Co-Sponsor
김정우,유승희,더불어민주당,더불어민주당,초선,3선,지역구,지역구,남,여,Representative,Co-Sponsor
김정우,윤영석,더불어민주당,자유한국당,초선,재선,지역구,지역구,남,남,Representative,Co-Sponsor
김정우,윤후덕,더불어민주당,더불어민주당,초선,재선,지역구,지역구,남,남,Representative,Co-Sponsor
김정우,이은재,더불어민주당,자유한국당,초선,재선,지역구,지역구,남,여,Representative,Co-Sponsor
김정우,이종구,더불어민주당,자유한국당,초선,3선,지역구,지역구,남,남,Representative,Co-Sponsor
김정우,정갑윤,더불어민주당,자유한국당,초선,5선,지역구,지역구,남,남,Representative,Co-Sponsor
김정우,정병국,더불어민주당,자유한국당,초선,5선,지역구,지역구,남,남,Representative,Co-Sponsor
김정우,정태옥,더불어민주당,자유한국당,초선,초선,지역구,지역구,남,남,Representative,Co-Sponsor
김정우,채이배,더불어민주당,국민의당,초선,초선,지역구,비례대표,남,남,Representative,Co-Sponsor
김정우,추경호,더불어민주당,자유한국당,초선,초선,지역구,지역구,남,남,Representative,Co-Sponsor
김정우,홍문표,더불어민주당,자유한국당,초선,3선,지역구,지역구,남,남,Representative,Co-Sponsor
기동민,김상희,더불어민주당,더불어민주당,초선,3선,지역구,지역구,남,여,Co-Sponsor,Representative
김상희,남인순,더불어민주당,더불어민주당,3선,재선,지역구,지역구,여,여,Representative,Co-Sponsor
김상희,박홍근,더불어민주당,더불어민주당,3선,재선,지역구,지역구,여,남,Representative,Co-Sponsor
김상희,백혜련,더불어민주당,더불어민주당,3선,초선,지역구,지역구,여,여,Representative,Co-Sponsor
김상희,송갑석,더불어민주당,더불어민주당,3선,초선,지역구,지역구,여,남,Representative,Co-Sponsor
김상희,신창현,더불어민주당,더불어민주당,3선,초선,지역구,지역구,여,남,Representative,Co-Sponsor
김상희,안호영,더불어민주당,더불어민주당,3선,초선,지역구,지역구,여,남,Representative,Co-Sponsor
김상희,인재근,더불어민주당,더불어민주당,3선,재선,지역구,지역구,여,여,Representative,Co-Sponsor
김상희,임종성,더불어민주당,더불어민주당,3선,초선,지역구,지역구,여,남,Representative,Co-Sponsor
김상희,정춘숙,더불어민주당,더불어민주당,3선,초선,지역구,비례대표,여,여,Representative,Co-Sponsor
김상희,제윤경,더불어민주당,더불어민주당,3선,초선,지역구,비례대표,여,여,Representative,Co-Sponsor
김도읍,김세연,자유한국당,자유한국당,재선,3선,지역구,지역구,남,남,Co-Sponsor,Representative
김무성,김세연,자유한국당,자유한국당,6선,3선,지역구,지역구,남,남,Co-Sponsor,Representative
김세연,박인숙,자유한국당,자유한국당,3선,재선,지역구,지역구,남,여,Representative,Co-Sponsor
김세연,원혜영,자유한국당,더불어민주당,3선,5선,지역구,지역구,남,남,Representative,Co-Sponsor
김세연,유승민,자유한국당,무소속,3선,4선,지역구,지역구,남,남,Representative,Co-Sponsor
김세연,유재중,자유한국당,자유한국당,3선,3선,지역구,지역구,남,남,Representative,Co-Sponsor
김세연,윤종필,자유한국당,자유한국당,3선,초선,지역구,비례대표,남,여,Representative,Co-Sponsor
김세연,이동섭,자유한국당,국민의당,3선,초선,지역구,비례대표,남,남,Representative,Co-Sponsor
김세연,이학재,자유한국당,자유한국당,3선,3선,지역구,지역구,남,남,Representative,Co-Sponsor
김세연,정갑윤,자유한국당,자유한국당,3선,5선,지역구,지역구,남,남,Representative,Co-Sponsor
김세연,조경태,자유한국당,자유한국당,3선,4선,지역구,지역구,남,남,Representative,Co-Sponsor
김도읍,김세연,자유한국당,자유한국당,재선,3선,지역구,지역구,남,남,Co-Sponsor,Representative
김무성,김세연,자유한국당,자유한국당,6선,3선,지역구,지역구,남,남,Co-Sponsor,Representative
김세연,박인숙,자유한국당,자유한국당,3선,재선,지역구,지역구,남,여,Representative,Co-Sponsor
김세연,원혜영,자유한국당,더불어민주당,3선,5선,지역구,지역구,남,남,Representative,Co-Sponsor
김세연,유승민,자유한국당,무소속,3선,4선,지역구,지역구,남,남,Representative,Co-Sponsor
김세연,유재중,자유한국당,자유한국당,3선,3선,지역구,지역구,남,남,Representative,Co-Sponsor
김세연,윤상직,자유한국당,자유한국당,3선,초선,지역구,지역구,남,남,Representative,Co-Sponsor
김세연,윤종필,자유한국당,자유한국당,3선,초선,지역구,비례대표,남,여,Representative,Co-Sponsor
김세연,이동섭,자유한국당,국민의당,3선,초선,지역구,비례대표,남,남,Representative,Co-Sponsor
김세연,이학재,자유한국당,자유한국당,3선,3선,지역구,지역구,남,남,Representative,Co-Sponsor
김세연,정갑윤,자유한국당,자유한국당,3선,5선,지역구,지역구,남,남,Representative,Co-Sponsor
김세연,조경태,자유한국당,자유한국당,3선,4선,지역구,지역구,남,남,Representative,Co-Sponsor
김도읍,김세연,자유한국당,자유한국당,재선,3선,지역구,지역구,남,남,Co-Sponsor,Representative
김무성,김세연,자유한국당,자유한국당,6선,3선,지역구,지역구,남,남,Co-Sponsor,Representative
김세연,박인숙,자유한국당,자유한국당,3선,재선,지역구,지역구,남,여,Representative,Co-Sponsor
김세연,원혜영,자유한국당,더불어민주당,3선,5선,지역구,지역구,남,남,Representative,Co-Sponsor
김세연,유승민,자유한국당,무소속,3선,4선,지역구,지역구,남,남,Representative,Co-Sponsor
김세연,유재중,자유한국당,자유한국당,3선,3선,지역구,지역구,남,남,Representative,Co-Sponsor
김세연,윤상직,자유한국당,자유한국당,3선,초선,지역구,지역구,남,남,Representative,Co-Sponsor
김세연,윤종필,자유한국당,자유한국당,3선,초선,지역구,비례대표,남,여,Representative,Co-Sponsor
김세연,이동섭,자유한국당,국민의당,3선,초선,지역구,비례대표,남,남,Representative,Co-Sponsor
김세연,이학재,자유한국당,자유한국당,3선,3선,지역구,지역구,남,남,Representative,Co-Sponsor
김세연,정갑윤,자유한국당,자유한국당,3선,5선,지역구,지역구,남,남,Representative,Co-Sponsor
김세연,정태옥,자유한국당,자유한국당,3선,초선,지역구,지역구,남,남,Representative,Co-Sponsor
김세연,조경태,자유한국당,자유한국당,3선,4선,지역구,지역구,남,남,Representative,Co-Sponsor
김병기,김영호,더불어민주당,더불어민주당,초선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
김영호,김현권,더불어민주당,더불어민주당,초선,초선,지역구,비례대표,남,남,Representative,Co-Sponsor
김영호,박재호,더불어민주당,더불어민주당,초선,초선,지역구,지역구,남,남,Representative,Co-Sponsor
김영호,신창현,더불어민주당,더불어민주당,초선,초선,지역구,지역구,남,남,Representative,Co-Sponsor
김영호,이동섭,더불어민주당,국민의당,초선,초선,지역구,비례대표,남,남,Representative,Co-Sponsor
김영호,임종성,더불어민주당,더불어민주당,초선,초선,지역구,지역구,남,남,Representative,Co-Sponsor
김영호,장정숙,더불어민주당,국민의당,초선,초선,지역구,비례대표,남,여,Representative,Co-Sponsor
김영호,표창원,더불어민주당,더불어민주당,초선,초선,지역구,지역구,남,남,Representative,Co-Sponsor
김영호,황희,더불어민주당,더불어민주당,초선,초선,지역구,지역구,남,남,Representative,Co-Sponsor
금태섭,김병관,더불어민주당,더불어민주당,초선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
김관영,김병관,국민의당,더불어민주당,재선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
김병관,김영진,더불어민주당,더불어민주당,초선,초선,지역구,지역구,남,남,Representative,Co-Sponsor
김병관,윤준호,더불어민주당,더불어민주당,초선,초선,지역구,지역구,남,남,Representative,Co-Sponsor
김병관,이동섭,더불어민주당,국민의당,초선,초선,지역구,비례대표,남,남,Representative,Co-Sponsor
김병관,이원욱,더불어민주당,더불어민주당,초선,재선,지역구,지역구,남,남,Representative,Co-Sponsor
김병관,이종걸,더불어민주당,더불어민주당,초선,5선,지역구,지역구,남,남,Representative,Co-Sponsor
김병관,전현희,더불어민주당,더불어민주당,초선,재선,지역구,지역구,남,여,Representative,Co-Sponsor
김병관,조응천,더불어민주당,더불어민주당,초선,초선,지역구,지역구,남,남,Representative,Co-Sponsor
강훈식,김병관,더불어민주당,더불어민주당,초선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
김관영,김병관,국민의당,더불어민주당,재선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
김병관,김영진,더불어민주당,더불어민주당,초선,초선,지역구,지역구,남,남,Representative,Co-Sponsor
김병관,김진표,더불어민주당,더불어민주당,초선,4선,지역구,지역구,남,남,Representative,Co-Sponsor
김병관,김현권,더불어민주당,더불어민주당,초선,초선,지역구,비례대표,남,남,Representative,Co-Sponsor
김병관,안호영,더불어민주당,더불어민주당,초선,초선,지역구,지역구,남,남,Representative,Co-Sponsor
김병관,윤영일,더불어민주당,국민의당,초선,초선,지역구,지역구,남,남,Representative,Co-Sponsor
김병관,이원욱,더불어민주당,더불어민주당,초선,재선,지역구,지역구,남,남,Representative,Co-Sponsor
김병관,전현희,더불어민주당,더불어민주당,초선,재선,지역구,지역구,남,여,Representative,Co-Sponsor
김병관,정성호,더불어민주당,더불어민주당,초선,3선,지역구,지역구,남,남,Representative,Co-Sponsor
김광수,이명수,국민의당,자유한국당,초선,3선,지역구,지역구,남,남,Co-Sponsor,Representative
김상희,이명수,더불어민주당,자유한국당,3선,3선,지역구,지역구,여,남,Co-Sponsor,Representative
김성찬,이명수,자유한국당,자유한국당,재선,3선,지역구,지역구,남,남,Co-Sponsor,Representative
김순례,이명수,자유한국당,자유한국당,초선,3선,비례대표,지역구,여,남,Co-Sponsor,Representative
오제세,이명수,더불어민주당,자유한국당,4선,3선,지역구,지역구,남,남,Co-Sponsor,Representative
윤소하,이명수,정의당,자유한국당,초선,3선,비례대표,지역구,남,남,Co-Sponsor,Representative
윤종필,이명수,자유한국당,자유한국당,초선,3선,비례대표,지역구,여,남,Co-Sponsor,Representative
이명수,인재근,자유한국당,더불어민주당,3선,재선,지역구,지역구,남,여,Representative,Co-Sponsor
이명수,장정숙,자유한국당,국민의당,3선,초선,지역구,비례대표,남,여,Representative,Co-Sponsor
이명수,최도자,자유한국당,국민의당,3선,초선,지역구,비례대표,남,여,Representative,Co-Sponsor
김광수,이명수,국민의당,자유한국당,초선,3선,지역구,지역구,남,남,Co-Sponsor,Representative
김상희,이명수,더불어민주당,자유한국당,3선,3선,지역구,지역구,여,남,Co-Sponsor,Representative
김성찬,이명수,자유한국당,자유한국당,재선,3선,지역구,지역구,남,남,Co-Sponsor,Representative
김순례,이명수,자유한국당,자유한국당,초선,3선,비례대표,지역구,여,남,Co-Sponsor,Representative
오제세,이명수,더불어민주당,자유한국당,4선,3선,지역구,지역구,남,남,Co-Sponsor,Representative
윤소하,이명수,정의당,자유한국당,초선,3선,비례대표,지역구,남,남,Co-Sponsor,Representative
윤종필,이명수,자유한국당,자유한국당,초선,3선,비례대표,지역구,여,남,Co-Sponsor,Representative
이명수,인재근,자유한국당,더불어민주당,3선,재선,지역구,지역구,남,여,Representative,Co-Sponsor
이명수,장정숙,자유한국당,국민의당,3선,초선,지역구,비례대표,남,여,Representative,Co-Sponsor
이명수,최도자,자유한국당,국민의당,3선,초선,지역구,비례대표,남,여,Representative,Co-Sponsor
김성수,김종훈,더불어민주당,무소속,초선,초선,비례대표,지역구,남,남,Co-Sponsor,Representative
김종훈,김해영,무소속,더불어민주당,초선,초선,지역구,지역구,남,남,Representative,Co-Sponsor
김종훈,남인순,무소속,더불어민주당,초선,재선,지역구,지역구,남,여,Representative,Co-Sponsor
김종훈,박재호,무소속,더불어민주당,초선,초선,지역구,지역구,남,남,Representative,Co-Sponsor
김종훈,손금주,무소속,국민의당,초선,초선,지역구,지역구,남,남,Representative,Co-Sponsor
김종훈,우원식,무소속,더불어민주당,초선,3선,지역구,지역구,남,남,Representative,Co-Sponsor
김종훈,이정미,무소속,정의당,초선,초선,지역구,비례대표,남,여,Representative,Co-Sponsor
김종훈,정동영,무소속,국민의당,초선,4선,지역구,지역구,남,남,Representative,Co-Sponsor
김종훈,추혜선,무소속,정의당,초선,초선,지역구,비례대표,남,여,Representative,Co-Sponsor
강병원,맹성규,더불어민주당,더불어민주당,초선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
김정호,맹성규,더불어민주당,더불어민주당,초선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
맹성규,박찬대,더불어민주당,더불어민주당,초선,초선,지역구,지역구,남,남,Representative,Co-Sponsor
맹성규,박홍근,더불어민주당,더불어민주당,초선,재선,지역구,지역구,남,남,Representative,Co-Sponsor
맹성규,서영교,더불어민주당,더불어민주당,초선,재선,지역구,지역구,남,여,Representative,Co-Sponsor
맹성규,송갑석,더불어민주당,더불어민주당,초선,초선,지역구,지역구,남,남,Representative,Co-Sponsor
맹성규,윤소하,더불어민주당,정의당,초선,초선,지역구,비례대표,남,남,Representative,Co-Sponsor
맹성규,정재호,더불어민주당,더불어민주당,초선,초선,지역구,지역구,남,남,Representative,Co-Sponsor
맹성규,최도자,더불어민주당,국민의당,초선,초선,지역구,비례대표,남,여,Representative,Co-Sponsor
맹성규,홍의락,더불어민주당,무소속,초선,재선,지역구,지역구,남,남,Representative,Co-Sponsor
경대수,김종석,자유한국당,자유한국당,재선,초선,지역구,비례대표,남,남,Co-Sponsor,Representative
김규환,김종석,자유한국당,자유한국당,초선,초선,비례대표,비례대표,남,남,Co-Sponsor,Representative
김상훈,김종석,자유한국당,자유한국당,재선,초선,지역구,비례대표,남,남,Co-Sponsor,Representative
김선동,김종석,자유한국당,자유한국당,재선,초선,지역구,비례대표,남,남,Co-Sponsor,Representative
김용태,김종석,자유한국당,자유한국당,3선,초선,지역구,비례대표,남,남,Co-Sponsor,Representative
김종석,김학용,자유한국당,자유한국당,초선,3선,비례대표,지역구,남,남,Representative,Co-Sponsor
김종석,성일종,자유한국당,자유한국당,초선,초선,비례대표,지역구,남,남,Representative,Co-Sponsor
김종석,윤한홍,자유한국당,자유한국당,초선,초선,비례대표,지역구,남,남,Representative,Co-Sponsor
김종석,정태옥,자유한국당,자유한국당,초선,초선,비례대표,지역구,남,남,Representative,Co-Sponsor
권칠승,박광온,더불어민주당,더불어민주당,초선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
