Source,Target,Source_Party,Target_Party,Source_Reselection,Target_Reselection,Source_District_Type,Target_District_Type,Source_Gender,Target_Gender,Source_Role,Target_Role
박수현,이광희,더불어민주당,더불어민주당,재선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
허성무,이광희,더불어민주당,더불어민주당,초선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
박해철,이광희,더불어민주당,더불어민주당,초선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
문금주,이광희,더불어민주당,더불어민주당,초선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
이기헌,이광희,더불어민주당,더불어민주당,초선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
주철현,이광희,더불어민주당,더불어민주당,재선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
강준현,이광희,더불어민주당,더불어민주당,재선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
박희승,이광희,더불어민주당,더불어민주당,초선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
송재봉,이광희,더불어민주당,더불어민주당,초선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
조인철,이광희,더불어민주당,더불어민주당,초선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
주철현,이광희,더불어민주당,더불어민주당,재선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
박해철,이광희,더불어민주당,더불어민주당,초선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
박희승,이광희,더불어민주당,더불어민주당,초선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
임미애,이광희,더불어민주당,더불어민주당,초선,초선,비례대표,지역구,여,남,Co-Sponsor,Representative
박홍배,이광희,더불어민주당,더불어민주당,초선,초선,비례대표,지역구,남,남,Co-Sponsor,Representative
이용선,이광희,더불어민주당,더불어민주당,재선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
김남근,이광희,더불어민주당,더불어민주당,초선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
강준현,이광희,더불어민주당,더불어민주당,재선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
김준혁,이수진,더불어민주당,더불어민주당,초선,재선,지역구,지역구,남,여,Co-Sponsor,Representative
송옥주,이수진,더불어민주당,더불어민주당,3선,재선,지역구,지역구,여,여,Co-Sponsor,Representative
김문수,이수진,더불어민주당,더불어민주당,초선,재선,지역구,지역구,남,여,Co-Sponsor,Representative
소병훈,이수진,더불어민주당,더불어민주당,3선,재선,지역구,지역구,남,여,Co-Sponsor,Representative
박홍근,이수진,더불어민주당,더불어민주당,4선,재선,지역구,지역구,남,여,Co-Sponsor,Representative
박해철,이수진,더불어민주당,더불어민주당,초선,재선,지역구,지역구,남,여,Co-Sponsor,Representative
전종덕,이수진,더불어민주당,더불어민주당,초선,재선,비례대표,지역구,여,여,Co-Sponsor,Representative
추미애,이수진,더불어민주당,더불어민주당,6선,재선,지역구,지역구,여,여,Co-Sponsor,Representative
서미화,이수진,더불어민주당,더불어민주당,초선,재선,비례대표,지역구,여,여,Co-Sponsor,Representative
복기왕,염태영,더불어민주당,더불어민주당,재선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
김준혁,염태영,더불어민주당,더불어민주당,초선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
박정현,염태영,더불어민주당,더불어민주당,초선,초선,지역구,지역구,여,남,Co-Sponsor,Representative
민병덕,염태영,더불어민주당,더불어민주당,재선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
김남근,염태영,더불어민주당,더불어민주당,초선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
박정,염태영,더불어민주당,더불어민주당,3선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
이해식,염태영,더불어민주당,더불어민주당,재선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
안태준,염태영,더불어민주당,더불어민주당,초선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
박홍근,염태영,더불어민주당,더불어민주당,4선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
손명수,염태영,더불어민주당,더불어민주당,초선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
권성동,김성원,국민의힘,국민의힘,5선,3선,지역구,지역구,남,남,Co-Sponsor,Representative
김선교,김성원,국민의힘,국민의힘,재선,3선,지역구,지역구,남,남,Co-Sponsor,Representative
고동진,김성원,국민의힘,국민의힘,초선,3선,지역구,지역구,남,남,Co-Sponsor,Representative
박충권,김성원,국민의힘,국민의힘,초선,3선,비례대표,지역구,남,남,Co-Sponsor,Representative
서일준,김성원,국민의힘,국민의힘,재선,3선,지역구,지역구,남,남,Co-Sponsor,Representative
김소희,김성원,국민의힘,국민의힘,초선,3선,비례대표,지역구,여,남,Co-Sponsor,Representative
김태호,김성원,국민의힘,국민의힘,4선,3선,지역구,지역구,남,남,Co-Sponsor,Representative
이인선,김성원,국민의힘,국민의힘,재선,3선,지역구,지역구,여,남,Co-Sponsor,Representative
구자근,김성원,국민의힘,국민의힘,재선,3선,지역구,지역구,남,남,Co-Sponsor,Representative
임이자,김성원,국민의힘,국민의힘,3선,3선,지역구,지역구,여,남,Co-Sponsor,Representative
이종배,김성원,국민의힘,국민의힘,4선,3선,지역구,지역구,남,남,Co-Sponsor,Representative
김선교,김성원,국민의힘,국민의힘,재선,3선,지역구,지역구,남,남,Co-Sponsor,Representative
고동진,김성원,국민의힘,국민의힘,초선,3선,지역구,지역구,남,남,Co-Sponsor,Representative
박충권,김성원,국민의힘,국민의힘,초선,3선,비례대표,지역구,남,남,Co-Sponsor,Representative
서일준,김성원,국민의힘,국민의힘,재선,3선,지역구,지역구,남,남,Co-Sponsor,Representative
김소희,김성원,국민의힘,국민의힘,초선,3선,비례대표,지역구,여,남,Co-Sponsor,Representative
구자근,김성원,국민의힘,국민의힘,재선,3선,지역구,지역구,남,남,Co-Sponsor,Representative
임이자,김성원,국민의힘,국민의힘,3선,3선,지역구,지역구,여,남,Co-Sponsor,Representative
박성훈,김성원,국민의힘,국민의힘,초선,3선,지역구,지역구,남,남,Co-Sponsor,Representative
김선교,김성원,국민의힘,국민의힘,재선,3선,지역구,지역구,남,남,Co-Sponsor,Representative
정동만,김성원,국민의힘,국민의힘,재선,3선,지역구,지역구,남,남,Co-Sponsor,Representative
이종배,김성원,국민의힘,국민의힘,4선,3선,지역구,지역구,남,남,Co-Sponsor,Representative
고동진,김성원,국민의힘,국민의힘,초선,3선,지역구,지역구,남,남,Co-Sponsor,Representative
박충권,김성원,국민의힘,국민의힘,초선,3선,비례대표,지역구,남,남,Co-Sponsor,Representative
서일준,김성원,국민의힘,국민의힘,재선,3선,지역구,지역구,남,남,Co-Sponsor,Representative
김소희,김성원,국민의힘,국민의힘,초선,3선,비례대표,지역구,여,남,Co-Sponsor,Representative
구자근,김성원,국민의힘,국민의힘,재선,3선,지역구,지역구,남,남,Co-Sponsor,Representative
임이자,김성원,국민의힘,국민의힘,3선,3선,지역구,지역구,여,남,Co-Sponsor,Representative
박성훈,김성원,국민의힘,국민의힘,초선,3선,지역구,지역구,남,남,Co-Sponsor,Representative
이종배,김성원,국민의힘,국민의힘,4선,3선,지역구,지역구,남,남,Co-Sponsor,Representative
김선교,김성원,국민의힘,국민의힘,재선,3선,지역구,지역구,남,남,Co-Sponsor,Representative
고동진,김성원,국민의힘,국민의힘,초선,3선,지역구,지역구,남,남,Co-Sponsor,Representative
박충권,김성원,국민의힘,국민의힘,초선,3선,비례대표,지역구,남,남,Co-Sponsor,Representative
서일준,김성원,국민의힘,국민의힘,재선,3선,지역구,지역구,남,남,Co-Sponsor,Representative
김소희,김성원,국민의힘,국민의힘,초선,3선,비례대표,지역구,여,남,Co-Sponsor,Representative
구자근,김성원,국민의힘,국민의힘,재선,3선,지역구,지역구,남,남,Co-Sponsor,Representative
임이자,김성원,국민의힘,국민의힘,3선,3선,지역구,지역구,여,남,Co-Sponsor,Representative
박성훈,김성원,국민의힘,국민의힘,초선,3선,지역구,지역구,남,남,Co-Sponsor,Representative
이종배,김성원,국민의힘,국민의힘,4선,3선,지역구,지역구,남,남,Co-Sponsor,Representative
김선교,김성원,국민의힘,국민의힘,재선,3선,지역구,지역구,남,남,Co-Sponsor,Representative
고동진,김성원,국민의힘,국민의힘,초선,3선,지역구,지역구,남,남,Co-Sponsor,Representative
박충권,김성원,국민의힘,국민의힘,초선,3선,비례대표,지역구,남,남,Co-Sponsor,Representative
서일준,김성원,국민의힘,국민의힘,재선,3선,지역구,지역구,남,남,Co-Sponsor,Representative
김소희,김성원,국민의힘,국민의힘,초선,3선,비례대표,지역구,여,남,Co-Sponsor,Representative
구자근,김성원,국민의힘,국민의힘,재선,3선,지역구,지역구,남,남,Co-Sponsor,Representative
임이자,김성원,국민의힘,국민의힘,3선,3선,지역구,지역구,여,남,Co-Sponsor,Representative
박성훈,김성원,국민의힘,국민의힘,초선,3선,지역구,지역구,남,남,Co-Sponsor,Representative
민형배,홍기원,더불어민주당,더불어민주당,재선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
김성회,홍기원,더불어민주당,더불어민주당,초선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
이정문,홍기원,더불어민주당,더불어민주당,재선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
박정현,홍기원,더불어민주당,더불어민주당,초선,재선,지역구,지역구,여,남,Co-Sponsor,Representative
권칠승,홍기원,더불어민주당,더불어민주당,3선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
송옥주,홍기원,더불어민주당,더불어민주당,3선,재선,지역구,지역구,여,남,Co-Sponsor,Representative
조정식,홍기원,더불어민주당,더불어민주당,6선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
한정애,홍기원,더불어민주당,더불어민주당,4선,재선,지역구,지역구,여,남,Co-Sponsor,Representative
조승래,홍기원,더불어민주당,더불어민주당,3선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
김윤덕,홍기원,더불어민주당,더불어민주당,3선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
정을호,홍기원,더불어민주당,더불어민주당,초선,재선,비례대표,지역구,남,남,Co-Sponsor,Representative
손명수,홍기원,더불어민주당,더불어민주당,초선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
양부남,홍기원,더불어민주당,더불어민주당,초선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
이기헌,홍기원,더불어민주당,더불어민주당,초선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
노종면,홍기원,더불어민주당,더불어민주당,초선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
전종덕,홍기원,더불어민주당,더불어민주당,초선,재선,비례대표,지역구,여,남,Co-Sponsor,Representative
민형배,홍기원,더불어민주당,더불어민주당,재선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
김성회,홍기원,더불어민주당,더불어민주당,초선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
박정현,홍기원,더불어민주당,더불어민주당,초선,재선,지역구,지역구,여,남,Co-Sponsor,Representative
이정문,홍기원,더불어민주당,더불어민주당,재선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
권칠승,홍기원,더불어민주당,더불어민주당,3선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
송옥주,홍기원,더불어민주당,더불어민주당,3선,재선,지역구,지역구,여,남,Co-Sponsor,Representative
부승찬,홍기원,더불어민주당,더불어민주당,초선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
조정식,홍기원,더불어민주당,더불어민주당,6선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
한정애,홍기원,더불어민주당,더불어민주당,4선,재선,지역구,지역구,여,남,Co-Sponsor,Representative
조승래,홍기원,더불어민주당,더불어민주당,3선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
김윤덕,홍기원,더불어민주당,더불어민주당,3선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
정을호,홍기원,더불어민주당,더불어민주당,초선,재선,비례대표,지역구,남,남,Co-Sponsor,Representative
손명수,홍기원,더불어민주당,더불어민주당,초선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
양부남,홍기원,더불어민주당,더불어민주당,초선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
이기헌,홍기원,더불어민주당,더불어민주당,초선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
노종면,홍기원,더불어민주당,더불어민주당,초선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
박용갑,양부남,더불어민주당,더불어민주당,초선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
박해철,양부남,더불어민주당,더불어민주당,초선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
위성곤,양부남,더불어민주당,더불어민주당,3선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
강유정,양부남,더불어민주당,더불어민주당,초선,초선,비례대표,지역구,여,남,Co-Sponsor,Representative
정진욱,양부남,더불어민주당,더불어민주당,초선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
김윤,양부남,더불어민주당,더불어민주당,초선,초선,비례대표,지역구,남,남,Co-Sponsor,Representative
이광희,양부남,더불어민주당,더불어민주당,초선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
이상식,양부남,더불어민주당,더불어민주당,초선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
한병도,양부남,더불어민주당,더불어민주당,3선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
임호선,양부남,더불어민주당,더불어민주당,재선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
조계원,윤준병,더불어민주당,더불어민주당,초선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
허영,윤준병,더불어민주당,더불어민주당,재선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
정동영,윤준병,더불어민주당,더불어민주당,5선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
신영대,윤준병,더불어민주당,더불어민주당,재선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
강준현,윤준병,더불어민주당,더불어민주당,재선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
한병도,윤준병,더불어민주당,더불어민주당,3선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
박희승,윤준병,더불어민주당,더불어민주당,초선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
박민규,윤준병,더불어민주당,더불어민주당,초선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
문대림,윤준병,더불어민주당,더불어민주당,초선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
박해철,한병도,더불어민주당,더불어민주당,초선,3선,지역구,지역구,남,남,Co-Sponsor,Representative
이해식,한병도,더불어민주당,더불어민주당,재선,3선,지역구,지역구,남,남,Co-Sponsor,Representative
장철민,한병도,더불어민주당,더불어민주당,재선,3선,지역구,지역구,남,남,Co-Sponsor,Representative
신영대,한병도,더불어민주당,더불어민주당,재선,3선,지역구,지역구,남,남,Co-Sponsor,Representative
정일영,한병도,더불어민주당,더불어민주당,재선,3선,지역구,지역구,남,남,Co-Sponsor,Representative
윤준병,한병도,더불어민주당,더불어민주당,재선,3선,지역구,지역구,남,남,Co-Sponsor,Representative
김영배,한병도,더불어민주당,더불어민주당,재선,3선,지역구,지역구,남,남,Co-Sponsor,Representative
정태호,한병도,더불어민주당,더불어민주당,재선,3선,지역구,지역구,남,남,Co-Sponsor,Representative
양부남,한병도,더불어민주당,더불어민주당,초선,3선,지역구,지역구,남,남,Co-Sponsor,Representative
복기왕,백승아,더불어민주당,더불어민주당,재선,초선,지역구,비례대표,남,여,Co-Sponsor,Representative
강준현,백승아,더불어민주당,더불어민주당,재선,초선,지역구,비례대표,남,여,Co-Sponsor,Representative
오기형,백승아,더불어민주당,더불어민주당,재선,초선,지역구,비례대표,남,여,Co-Sponsor,Representative
박지혜,백승아,더불어민주당,더불어민주당,초선,초선,지역구,비례대표,여,여,Co-Sponsor,Representative
정진욱,백승아,더불어민주당,더불어민주당,초선,초선,지역구,비례대표,남,여,Co-Sponsor,Representative
임호선,백승아,더불어민주당,더불어민주당,재선,초선,지역구,비례대표,남,여,Co-Sponsor,Representative
박지원,백승아,더불어민주당,더불어민주당,5선,초선,지역구,비례대표,남,여,Co-Sponsor,Representative
박해철,백승아,더불어민주당,더불어민주당,초선,초선,지역구,비례대표,남,여,Co-Sponsor,Representative
이용우,백승아,더불어민주당,더불어민주당,초선,초선,지역구,비례대표,남,여,Co-Sponsor,Representative
김윤,백승아,더불어민주당,더불어민주당,초선,초선,비례대표,비례대표,남,여,Co-Sponsor,Representative
윤종오,복기왕,진보당,더불어민주당,재선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
이연희,복기왕,더불어민주당,더불어민주당,초선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
한민수,복기왕,더불어민주당,더불어민주당,초선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
장철민,복기왕,더불어민주당,더불어민주당,재선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
채현일,복기왕,더불어민주당,더불어민주당,초선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
정성호,복기왕,더불어민주당,더불어민주당,5선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
서영교,복기왕,더불어민주당,더불어민주당,4선,재선,지역구,지역구,여,남,Co-Sponsor,Representative
염태영,복기왕,더불어민주당,더불어민주당,초선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
김태선,복기왕,더불어민주당,더불어민주당,초선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
정준호,복기왕,더불어민주당,더불어민주당,초선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
황명선,권칠승,더불어민주당,더불어민주당,초선,3선,지역구,지역구,남,남,Co-Sponsor,Representative
박홍근,권칠승,더불어민주당,더불어민주당,4선,3선,지역구,지역구,남,남,Co-Sponsor,Representative
서영교,권칠승,더불어민주당,더불어민주당,4선,3선,지역구,지역구,여,남,Co-Sponsor,Representative
정준호,권칠승,더불어민주당,더불어민주당,초선,3선,지역구,지역구,남,남,Co-Sponsor,Representative
임호선,권칠승,더불어민주당,더불어민주당,재선,3선,지역구,지역구,남,남,Co-Sponsor,Representative
송옥주,권칠승,더불어민주당,더불어민주당,3선,3선,지역구,지역구,여,남,Co-Sponsor,Representative
한민수,권칠승,더불어민주당,더불어민주당,초선,3선,지역구,지역구,남,남,Co-Sponsor,Representative
윤종군,권칠승,더불어민주당,더불어민주당,초선,3선,지역구,지역구,남,남,Co-Sponsor,Representative
문금주,권칠승,더불어민주당,더불어민주당,초선,3선,지역구,지역구,남,남,Co-Sponsor,Representative
김태선,권칠승,더불어민주당,더불어민주당,초선,3선,지역구,지역구,남,남,Co-Sponsor,Representative
이달희,김승수,국민의힘,국민의힘,초선,재선,비례대표,지역구,여,남,Co-Sponsor,Representative
김상훈,김승수,국민의힘,국민의힘,4선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
김정재,김승수,국민의힘,국민의힘,3선,재선,지역구,지역구,여,남,Co-Sponsor,Representative
김위상,김승수,국민의힘,국민의힘,초선,재선,비례대표,지역구,남,남,Co-Sponsor,Representative
이인선,김승수,국민의힘,국민의힘,재선,재선,지역구,지역구,여,남,Co-Sponsor,Representative
배준영,김승수,국민의힘,국민의힘,재선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
박충권,김승수,국민의힘,국민의힘,초선,재선,비례대표,지역구,남,남,Co-Sponsor,Representative
한지아,김승수,국민의힘,국민의힘,초선,재선,비례대표,지역구,여,남,Co-Sponsor,Representative
고동진,김승수,국민의힘,국민의힘,초선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
nan,김용민,,더불어민주당,,재선,,지역구,,남,Co-Sponsor,Representative
nan,김용민,,더불어민주당,,재선,,지역구,,남,Co-Sponsor,Representative
김한규,진선미,더불어민주당,더불어민주당,재선,4선,지역구,지역구,남,여,Co-Sponsor,Representative
강유정,진선미,더불어민주당,더불어민주당,초선,4선,비례대표,지역구,여,여,Co-Sponsor,Representative
강훈식,진선미,더불어민주당,더불어민주당,3선,4선,지역구,지역구,남,여,Co-Sponsor,Representative
박정현,진선미,더불어민주당,더불어민주당,초선,4선,지역구,지역구,여,여,Co-Sponsor,Representative
모경종,진선미,더불어민주당,더불어민주당,초선,4선,지역구,지역구,남,여,Co-Sponsor,Representative
김영환,진선미,더불어민주당,더불어민주당,초선,4선,지역구,지역구,남,여,Co-Sponsor,Representative
박민규,진선미,더불어민주당,더불어민주당,초선,4선,지역구,지역구,남,여,Co-Sponsor,Representative
백승아,진선미,더불어민주당,더불어민주당,초선,4선,비례대표,지역구,여,여,Co-Sponsor,Representative
이재관,진선미,더불어민주당,더불어민주당,초선,4선,지역구,지역구,남,여,Co-Sponsor,Representative
위성락,진선미,더불어민주당,더불어민주당,초선,4선,비례대표,지역구,남,여,Co-Sponsor,Representative
문정복,진선미,더불어민주당,더불어민주당,재선,4선,지역구,지역구,여,여,Co-Sponsor,Representative
신장식,진선미,조국혁신당,더불어민주당,초선,4선,비례대표,지역구,남,여,Co-Sponsor,Representative
김우영,진선미,더불어민주당,더불어민주당,초선,4선,지역구,지역구,남,여,Co-Sponsor,Representative
김성환,진선미,더불어민주당,더불어민주당,3선,4선,지역구,지역구,남,여,Co-Sponsor,Representative
이재강,진선미,더불어민주당,더불어민주당,초선,4선,지역구,지역구,남,여,Co-Sponsor,Representative
고민정,진선미,더불어민주당,더불어민주당,재선,4선,지역구,지역구,여,여,Co-Sponsor,Representative
이용우,진선미,더불어민주당,더불어민주당,초선,4선,지역구,지역구,남,여,Co-Sponsor,Representative
장철민,박용갑,더불어민주당,더불어민주당,재선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
김영호,박용갑,더불어민주당,더불어민주당,3선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
박정,박용갑,더불어민주당,더불어민주당,3선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
한민수,박용갑,더불어민주당,더불어민주당,초선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
문정복,박용갑,더불어민주당,더불어민주당,재선,초선,지역구,지역구,여,남,Co-Sponsor,Representative
황명선,박용갑,더불어민주당,더불어민주당,초선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
복기왕,박용갑,더불어민주당,더불어민주당,재선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
황정아,박용갑,더불어민주당,더불어민주당,초선,초선,지역구,지역구,여,남,Co-Sponsor,Representative
이소영,박용갑,더불어민주당,더불어민주당,재선,초선,지역구,지역구,여,남,Co-Sponsor,Representative
정태호,이수진,더불어민주당,더불어민주당,재선,재선,지역구,지역구,남,여,Co-Sponsor,Representative
김정호,이수진,더불어민주당,더불어민주당,3선,재선,지역구,지역구,남,여,Co-Sponsor,Representative
남인순,이수진,더불어민주당,더불어민주당,4선,재선,지역구,지역구,여,여,Co-Sponsor,Representative
허성무,이수진,더불어민주당,더불어민주당,초선,재선,지역구,지역구,남,여,Co-Sponsor,Representative
민형배,이수진,더불어민주당,더불어민주당,재선,재선,지역구,지역구,남,여,Co-Sponsor,Representative
박정,이수진,더불어민주당,더불어민주당,3선,재선,지역구,지역구,남,여,Co-Sponsor,Representative
이연희,이수진,더불어민주당,더불어민주당,초선,재선,지역구,지역구,남,여,Co-Sponsor,Representative
송옥주,이수진,더불어민주당,더불어민주당,3선,재선,지역구,지역구,여,여,Co-Sponsor,Representative
한정애,이수진,더불어민주당,더불어민주당,4선,재선,지역구,지역구,여,여,Co-Sponsor,Representative
박홍근,이수진,더불어민주당,더불어민주당,4선,재선,지역구,지역구,남,여,Co-Sponsor,Representative
강승규,이종배,국민의힘,국민의힘,재선,4선,지역구,지역구,남,남,Co-Sponsor,Representative
이성권,이종배,국민의힘,국민의힘,재선,4선,지역구,지역구,남,남,Co-Sponsor,Representative
김성원,이종배,국민의힘,국민의힘,3선,4선,지역구,지역구,남,남,Co-Sponsor,Representative
김형동,이종배,국민의힘,국민의힘,재선,4선,지역구,지역구,남,남,Co-Sponsor,Representative
김재섭,이종배,국민의힘,국민의힘,초선,4선,지역구,지역구,남,남,Co-Sponsor,Representative
엄태영,이종배,국민의힘,국민의힘,재선,4선,지역구,지역구,남,남,Co-Sponsor,Representative
박덕흠,이종배,국민의힘,국민의힘,4선,4선,지역구,지역구,남,남,Co-Sponsor,Representative
김예지,이종배,국민의힘,국민의힘,재선,4선,비례대표,지역구,여,남,Co-Sponsor,Representative
김용태,이종배,국민의힘,국민의힘,초선,4선,지역구,지역구,남,남,Co-Sponsor,Representative
민병덕,서영교,더불어민주당,더불어민주당,재선,4선,지역구,지역구,남,여,Co-Sponsor,Representative
한민수,서영교,더불어민주당,더불어민주당,초선,4선,지역구,지역구,남,여,Co-Sponsor,Representative
차지호,서영교,더불어민주당,더불어민주당,초선,4선,지역구,지역구,남,여,Co-Sponsor,Representative
황정아,서영교,더불어민주당,더불어민주당,초선,4선,지역구,지역구,여,여,Co-Sponsor,Representative
박홍근,서영교,더불어민주당,더불어민주당,4선,4선,지역구,지역구,남,여,Co-Sponsor,Representative
강득구,서영교,더불어민주당,더불어민주당,재선,4선,지역구,지역구,남,여,Co-Sponsor,Representative
복기왕,서영교,더불어민주당,더불어민주당,재선,4선,지역구,지역구,남,여,Co-Sponsor,Representative
이해식,서영교,더불어민주당,더불어민주당,재선,4선,지역구,지역구,남,여,Co-Sponsor,Representative
권칠승,서영교,더불어민주당,더불어민주당,3선,4선,지역구,지역구,남,여,Co-Sponsor,Representative
정성호,서영교,더불어민주당,더불어민주당,5선,4선,지역구,지역구,남,여,Co-Sponsor,Representative
황명선,한민수,더불어민주당,더불어민주당,초선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
서영교,한민수,더불어민주당,더불어민주당,4선,초선,지역구,지역구,여,남,Co-Sponsor,Representative
이연희,한민수,더불어민주당,더불어민주당,초선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
복기왕,한민수,더불어민주당,더불어민주당,재선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
허종식,한민수,더불어민주당,더불어민주당,재선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
이학영,한민수,더불어민주당,더불어민주당,4선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
황정아,한민수,더불어민주당,더불어민주당,초선,초선,지역구,지역구,여,남,Co-Sponsor,Representative
김태년,한민수,더불어민주당,더불어민주당,5선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
소병훈,한민수,더불어민주당,더불어민주당,3선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
허영,한민수,더불어민주당,더불어민주당,재선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
김남희,한민수,더불어민주당,더불어민주당,초선,초선,지역구,지역구,여,남,Co-Sponsor,Representative
장철민,황정아,더불어민주당,더불어민주당,재선,초선,지역구,지역구,남,여,Co-Sponsor,Representative
박정현,황정아,더불어민주당,더불어민주당,초선,초선,지역구,지역구,여,여,Co-Sponsor,Representative
박용갑,황정아,더불어민주당,더불어민주당,초선,초선,지역구,지역구,남,여,Co-Sponsor,Representative
황명선,황정아,더불어민주당,더불어민주당,초선,초선,지역구,지역구,남,여,Co-Sponsor,Representative
정동영,황정아,더불어민주당,더불어민주당,5선,초선,지역구,지역구,남,여,Co-Sponsor,Representative
전현희,황정아,더불어민주당,더불어민주당,3선,초선,지역구,지역구,여,여,Co-Sponsor,Representative
한민수,황정아,더불어민주당,더불어민주당,초선,초선,지역구,지역구,남,여,Co-Sponsor,Representative
김남근,황정아,더불어민주당,더불어민주당,초선,초선,지역구,지역구,남,여,Co-Sponsor,Representative
조인철,황정아,더불어민주당,더불어민주당,초선,초선,지역구,지역구,남,여,Co-Sponsor,Representative
박홍근,황정아,더불어민주당,더불어민주당,4선,초선,지역구,지역구,남,여,Co-Sponsor,Representative
강준현,황정아,더불어민주당,더불어민주당,재선,초선,지역구,지역구,남,여,Co-Sponsor,Representative
